seed,experiment,family,representation,variant,classifier,status,train_seconds,predict_seconds,accuracy,macro_f1,mae,cil_score,quadratic_weighted_kappa,notes
44,glove__mean_max__linear_svm,glove,glove mean_max,mean_max,linear_svm,ok,342.477767526987,0.1171425299835391,0.4734523809523809,0.4556080843612517,0.8023809523809524,0.799404761904762,0.6464260438782732,feature_seconds=45.60; vocab_cov=0.3327; token_cov=0.8535; loaded_vectors=39121
42,glove__average__logreg,glove,glove average,average,logreg,ok,30.584500261989888,0.0475916189898271,0.4561507936507936,0.4494236508762688,0.8051587301587302,0.7987103174603174,0.6360238598610692,feature_seconds=45.25; vocab_cov=0.3329; token_cov=0.8537; loaded_vectors=39069
44,glove__average__linear_svm,glove,glove average,average,linear_svm,ok,214.31630175100872,0.059458977979375,0.4698015873015873,0.4499011957038911,0.8125,0.796875,0.6433854820170397,feature_seconds=48.20; vocab_cov=0.3327; token_cov=0.8535; loaded_vectors=39121
42,glove__mean_max__linear_svm,glove,glove mean_max,mean_max,linear_svm,ok,335.9781058100052,0.092648869002005,0.4672222222222222,0.4497195394021404,0.816468253968254,0.7958829365079365,0.6384138169747855,feature_seconds=41.72; vocab_cov=0.3329; token_cov=0.8537; loaded_vectors=39069
43,glove__average__linear_svm,glove,glove average,average,linear_svm,ok,223.43160179600815,0.0614477750204969,0.466547619047619,0.4465739432309084,0.8195634920634921,0.795109126984127,0.6390180038485533,feature_seconds=48.39; vocab_cov=0.3326; token_cov=0.8535; loaded_vectors=39050
42,glove__average__linear_svm,glove,glove average,average,linear_svm,ok,202.3212251100049,0.0465422440029215,0.4646428571428571,0.4443534347775955,0.8225396825396826,0.7943650793650794,0.6382414882414882,feature_seconds=45.25; vocab_cov=0.3329; token_cov=0.8537; loaded_vectors=39069
44,glove__average__ridge_classifier,glove,glove average,average,ridge_classifier,ok,1.007984480005689,0.0241591820085886,0.4667857142857143,0.4467398376143555,0.8253174603174603,0.7936706349206349,0.6339163897148854,feature_seconds=48.20; vocab_cov=0.3327; token_cov=0.8535; loaded_vectors=39121
44,glove__mean_max__ridge_classifier,glove,glove mean_max,mean_max,ridge_classifier,ok,1.9990736999898215,0.0359369850193616,0.4647619047619047,0.4473073252129135,0.8262301587301587,0.7934424603174604,0.6295662657010399,feature_seconds=45.60; vocab_cov=0.3327; token_cov=0.8535; loaded_vectors=39121
43,glove__mean_max__ridge_classifier,glove,glove mean_max,mean_max,ridge_classifier,ok,2.182498496986227,0.0295408579986542,0.4651984126984127,0.4484091483030754,0.8274603174603175,0.7931349206349206,0.6280727324434332,feature_seconds=48.63; vocab_cov=0.3326; token_cov=0.8535; loaded_vectors=39050
43,glove__average__ridge_classifier,glove,glove average,average,ridge_classifier,ok,0.9777031400008128,0.0206766920164227,0.4628571428571428,0.4424672067287508,0.8314285714285714,0.7921428571428571,0.6312309257375381,feature_seconds=48.39; vocab_cov=0.3326; token_cov=0.8535; loaded_vectors=39050
44,glove__mean_max__logreg,glove,glove mean_max,mean_max,logreg,ok,52.921961907995865,0.1134000460151583,0.4506349206349206,0.4429761674354272,0.8345634920634921,0.7913591269841269,0.6133123365484661,feature_seconds=45.60; vocab_cov=0.3327; token_cov=0.8535; loaded_vectors=39121
43,fasttext__tfidf_weighted__linear_svm,fasttext,fasttext tfidf_weighted,tfidf_weighted,linear_svm,ok,87.70264639199013,0.0501149700139649,0.4655555555555555,0.447396069748571,0.835,0.79125,0.6243110567636061,feature_seconds=102.79; vocab_cov=0.8216; token_cov=0.9847; loaded_vectors=96478
42,fasttext__tfidf_weighted__linear_svm,fasttext,fasttext tfidf_weighted,tfidf_weighted,linear_svm,ok,95.69789076398592,0.0513312240072991,0.4658333333333333,0.447652391381984,0.8357936507936508,0.7910515873015873,0.6226264842768409,feature_seconds=107.06; vocab_cov=0.8222; token_cov=0.9846; loaded_vectors=96500
42,glove__average__ridge_classifier,glove,glove average,average,ridge_classifier,ok,0.8720706999883987,0.0198438390216324,0.460515873015873,0.440089552212611,0.8374206349206349,0.7906448412698412,0.6278176744836996,feature_seconds=45.25; vocab_cov=0.3329; token_cov=0.8537; loaded_vectors=39069
42,glove__mean_max__logreg,glove,glove mean_max,mean_max,logreg,ok,52.58560531999683,0.1070255700033158,0.4455555555555555,0.4400994370092421,0.842579365079365,0.7893551587301587,0.6061642209241582,feature_seconds=41.72; vocab_cov=0.3329; token_cov=0.8537; loaded_vectors=39069
42,glove__mean_max__ridge_classifier,glove,glove mean_max,mean_max,ridge_classifier,ok,1.9803068750188688,0.0420948079845402,0.4593650793650793,0.4424121835234939,0.8426190476190476,0.7893452380952382,0.6191584633426916,feature_seconds=41.72; vocab_cov=0.3329; token_cov=0.8537; loaded_vectors=39069
42,fasttext__tfidf_weighted__ridge_classifier,fasttext,fasttext tfidf_weighted,tfidf_weighted,ridge_classifier,ok,0.8772447780065704,0.0186543330200947,0.4636904761904762,0.4447928269145856,0.8440079365079365,0.7889980158730159,0.6174298896406927,feature_seconds=107.06; vocab_cov=0.8222; token_cov=0.9846; loaded_vectors=96500
44,fasttext__tfidf_weighted__linear_svm,fasttext,fasttext tfidf_weighted,tfidf_weighted,linear_svm,ok,95.06695079099154,0.0890827050025109,0.461547619047619,0.4437734351553313,0.844484126984127,0.7888789682539683,0.618201830302062,feature_seconds=98.44; vocab_cov=0.8222; token_cov=0.9847; loaded_vectors=96666
43,glove__mean_max__logreg,glove,glove mean_max,mean_max,logreg,ok,53.71571622500778,0.1039510009868536,0.4466666666666666,0.4385420810820923,0.845,0.7887500000000001,0.6061228299421317,feature_seconds=48.63; vocab_cov=0.3326; token_cov=0.8535; loaded_vectors=39050
43,fasttext__tfidf_weighted__ridge_classifier,fasttext,fasttext tfidf_weighted,tfidf_weighted,ridge_classifier,ok,0.8492902909929398,0.0159083940088748,0.463531746031746,0.4449795417984974,0.8453968253968254,0.7886507936507936,0.6164633068081344,feature_seconds=102.79; vocab_cov=0.8216; token_cov=0.9847; loaded_vectors=96478
44,fasttext__tfidf_weighted__ridge_classifier,fasttext,fasttext tfidf_weighted,tfidf_weighted,ridge_classifier,ok,0.9726216389972252,0.0193176490138284,0.4596031746031746,0.4413485109433181,0.8532936507936508,0.7866765873015873,0.6113635357158673,feature_seconds=98.44; vocab_cov=0.8222; token_cov=0.9847; loaded_vectors=96666
42,glove__tfidf_weighted__logreg,glove,glove tfidf_weighted,tfidf_weighted,logreg,ok,31.55831588499132,0.0445381879981141,0.437579365079365,0.4307771419005394,0.8590873015873016,0.7852281746031746,0.5996439437468798,feature_seconds=44.59; vocab_cov=0.3329; token_cov=0.8537; loaded_vectors=39069
44,glove__tfidf_weighted__logreg,glove,glove tfidf_weighted,tfidf_weighted,logreg,ok,30.285919090994867,0.0517712849832605,0.4381746031746031,0.4318726771909333,0.8621428571428571,0.7844642857142857,0.5941525327692365,feature_seconds=46.04; vocab_cov=0.3327; token_cov=0.8535; loaded_vectors=39121
43,glove__tfidf_weighted__logreg,glove,glove tfidf_weighted,tfidf_weighted,logreg,ok,31.592326730984496,0.0687641809927299,0.4371428571428571,0.4300561652086084,0.8649206349206349,0.7837698412698413,0.5935828877005347,feature_seconds=50.95; vocab_cov=0.3326; token_cov=0.8535; loaded_vectors=39050
44,glove__tfidf_weighted__linear_svm,glove,glove tfidf_weighted,tfidf_weighted,linear_svm,ok,171.61668596600066,0.0523032979981508,0.4473412698412698,0.4267527261056109,0.8846825396825397,0.7788293650793651,0.5966548897436343,feature_seconds=46.04; vocab_cov=0.3327; token_cov=0.8535; loaded_vectors=39121
43,glove__tfidf_weighted__linear_svm,glove,glove tfidf_weighted,tfidf_weighted,linear_svm,ok,187.4046541250136,0.0527680779923684,0.4408333333333333,0.4196639583636834,0.8938888888888888,0.7765277777777778,0.5925493544283946,feature_seconds=50.95; vocab_cov=0.3326; token_cov=0.8535; loaded_vectors=39050
