experiment,family,model,variant,status,best_epoch,best_epoch_train_loss,best_epoch_val_loss,train_seconds,eval_seconds,accuracy,macro_f1,mae,cil_score,quadratic_weighted_kappa,notes
transformer__nlptown__bert-base-multilingual-uncased-sentiment__fine_tuned,transformer,nlptown/bert-base-multilingual-uncased-sentiment,fine_tuned,ok,3.0,0.6802295524691359,0.8509994149208069,3884.967313962989,35.2987118739984,0.6446825396825396,0.643910022563589,0.4032539682539682,0.8991865079365079,0.8715094784865886,Final eval score=0.89919
transformer__nlptown__bert-base-multilingual-uncased-sentiment__eval_only,transformer,nlptown/bert-base-multilingual-uncased-sentiment,eval_only,ok,0.0,,0.8360511064529419,0.0,35.693490069010295,0.6340079365079365,0.6284723078327853,0.426547619047619,0.8933630952380952,0.8632531087422458,Final eval score=0.89336
